tcId,nTransfers,duration,cost,walkDistance,startTime,endTime,agencies,modes,routes,stops,details
30,0,51m47s,7601,1385,10:48:35,11:40:22,Vy,RAIL,R12,RB:NSR:Quay:756|RB:NSR:Quay:698,Walk 7m25s ~ Lillestrøm stasjon(NSR:Quay:756) ~ RAIL R12 10:56 11:29 ~ Asker stasjon(NSR:Quay:698) ~ Walk 11m22s
30,0,52m18s,7724,1426,10:58:04,11:50:22,Vy,RAIL,R13,RB:NSR:Quay:747|RB:NSR:Quay:698,Walk 7m56s ~ Lillestrøm stasjon(NSR:Quay:747) ~ RAIL R13 11:06 11:39 ~ Asker stasjon(NSR:Quay:698) ~ Walk 11m22s
31,2,1h41m46s,12656,1490,09:08:35,10:50:21,Brakar|Vy|Vy Buss,BUS|COACH|RAIL,RE10|VY1|117,RB:NSR:Quay:755|RB:NSR:Quay:248|RB:NSR:Quay:7899|RB:NSR:Quay:26831|RB:NSR:Quay:26345|RB:NSR:Quay:26287,Walk 7m25s ~ Lillestrøm stasjon(NSR:Quay:755) ~ RAIL RE10 9:16 9:38 ~ Lysaker stasjon(NSR:Quay:248) ~ Walk 1m40s ~ Lysaker stasjon(NSR:Quay:7899) ~ COACH VY1 9:42 10:33 ~ Hokksund Langebru(NSR:Quay:26831) ~ Walk 10m ~ Sundmoen(NSR:Quay:26345) ~ BUS 117 10:46 10:49 ~ Øvre Eiker rådhus(NSR:Quay:26287) ~ Walk 1m21s
31,0,1h16m15s,7862,957,09:48:35,11:04:50,Vy,RAIL,R12,RB:NSR:Quay:756|RB:NSR:Quay:402,Walk 7m25s ~ Lillestrøm stasjon(NSR:Quay:756) ~ RAIL R12 9:56 10:59 ~ Hokksund stasjon(NSR:Quay:402) ~ Walk 5m50s
31,1,1h17m51s,7757,606,09:48:35,11:06:26,Brakar|Vy,BUS|RAIL,R12|101,RB:NSR:Quay:756|RB:NSR:Quay:402|RB:NSR:Quay:26293|RB:NSR:Quay:26288,Walk 7m25s ~ Lillestrøm stasjon(NSR:Quay:756) ~ RAIL R12 9:56 10:59 ~ Hokksund stasjon(NSR:Quay:402) ~ Walk 51s ~ Hokksund stasjon(NSR:Quay:26293) ~ BUS 101 11:06 11:06 ~ Øvre Eiker rådhus(NSR:Quay:26288) ~ Walk 26s
31,2,1h52m17s,11787,1071,09:58:04,11:50:21,Brakar|Vy,BUS|RAIL,R13|100|101,RB:NSR:Quay:747|RB:NSR:Quay:26|RB:NSR:Quay:29303|RB:NSR:Quay:26535|RB:NSR:Quay:26534|RB:NSR:Quay:26287,Walk 7m56s ~ Lillestrøm stasjon(NSR:Quay:747) ~ RAIL R13 10:06 10:54 ~ Drammen stasjon(NSR:Quay:26) ~ Walk 5m ~ Drammen busstasjon(NSR:Quay:29303) ~ BUS 100 11:05 11:36 ~ Falkbanen(NSR:Quay:26535) ~ Walk 1m2s ~ Falkbanen(NSR:Quay:26534) ~ BUS 101 11:46 11:49 ~ Øvre Eiker rådhus(NSR:Quay:26287) ~ Walk 1m21s
31,0,1h16m15s,7862,957,10:48:35,12:04:50,Vy,RAIL,R12,RB:NSR:Quay:756|RB:NSR:Quay:402,Walk 7m25s ~ Lillestrøm stasjon(NSR:Quay:756) ~ RAIL R12 10:56 11:59 ~ Hokksund stasjon(NSR:Quay:402) ~ Walk 5m50s
31,1,1h17m51s,7757,606,10:48:35,12:06:26,Brakar|Vy,BUS|RAIL,R12|101,RB:NSR:Quay:756|RB:NSR:Quay:402|RB:NSR:Quay:26293|RB:NSR:Quay:26288,Walk 7m25s ~ Lillestrøm stasjon(NSR:Quay:756) ~ RAIL R12 10:56 11:59 ~ Hokksund stasjon(NSR:Quay:402) ~ Walk 51s ~ Hokksund stasjon(NSR:Quay:26293) ~ BUS 101 12:06 12:06 ~ Øvre Eiker rådhus(NSR:Quay:26288) ~ Walk 26s
31,2,1h52m17s,11682,1034,10:58:04,12:50:21,Brakar|Vy,BUS|RAIL,R13|100|101,RB:NSR:Quay:747|RB:NSR:Quay:18|RB:NSR:Quay:29303|RB:NSR:Quay:26535|RB:NSR:Quay:26534|RB:NSR:Quay:26287,Walk 7m56s ~ Lillestrøm stasjon(NSR:Quay:747) ~ RAIL R13 11:06 11:54 ~ Drammen stasjon(NSR:Quay:18) ~ Walk 4m25s ~ Drammen busstasjon(NSR:Quay:29303) ~ BUS 100 12:05 12:36 ~ Falkbanen(NSR:Quay:26535) ~ Walk 1m2s ~ Falkbanen(NSR:Quay:26534) ~ BUS 101 12:46 12:49 ~ Øvre Eiker rådhus(NSR:Quay:26287) ~ Walk 1m21s
33,3,2h59m38s,18679,1694,09:40:28,12:40:06,Avinor|Boreal Norge|FlexBus|SKY,AIRPLANE|BUS|COACH|TRAM,FB40|Stavanger-Bergen|1|FX652,RB:NSR:Quay:48494|RB:NSR:Quay:46991|RB:NSR:Quay:1199|RB:NSR:Quay:1213|RB:NSR:Quay:51856|RB:NSR:Quay:51823|RB:NSR:Quay:51878|RB:NSR:Quay:53045,Walk 6m32s ~ Olav Vs gate(NSR:Quay:48494) ~ BUS FB40 9:47 10:10 ~ Stavanger lufthavn(NSR:Quay:46991) ~ Walk 3m52s ~ Stavanger lufthavn(NSR:Quay:1199) ~ AIRPLANE null 10:55 11:35 ~ Bergen lufthavn(NSR:Quay:1213) ~ Walk 2m48s ~ Bergen lufthavn(NSR:Quay:51856) ~ TRAM 1 11:56 12:07:37 ~ Lagunen terminal(NSR:Quay:51823) ~ Walk 1m58s ~ Lagunen terminal(NSR:Quay:51878) ~ COACH FX652 12:16 12:30 ~ Bergen busstasjon(NSR:Quay:53045) ~ Walk 10m6s
33,2,3h2m17s,16861,1170,09:40:28,12:42:45,Avinor|Boreal Norge|Tide AS,AIRPLANE|BUS,FB40|Stavanger-Bergen|FB50,RB:NSR:Quay:48494|RB:NSR:Quay:46991|RB:NSR:Quay:1199|RB:NSR:Quay:1213|RB:NSR:Quay:107744|RB:NSR:Quay:102453,Walk 6m32s ~ Olav Vs gate(NSR:Quay:48494) ~ BUS FB40 9:47 10:10 ~ Stavanger lufthavn(NSR:Quay:46991) ~ Walk 3m52s ~ Stavanger lufthavn(NSR:Quay:1199) ~ AIRPLANE null 10:55 11:35 ~ Bergen lufthavn(NSR:Quay:1213) ~ Walk 2m32s ~ Bergen lufthavn(NSR:Quay:107744) ~ BUS FB50 12:10 12:38 ~ Festplassen(NSR:Quay:102453) ~ Walk 4m45s
33,2,3h3m31s,16819,1120,09:40:28,12:43:59,Avinor|Boreal Norge|SKY,AIRPLANE|BUS|TRAM,FB40|Stavanger-Bergen|1,RB:NSR:Quay:48494|RB:NSR:Quay:46991|RB:NSR:Quay:1199|RB:NSR:Quay:1213|RB:NSR:Quay:51856|RB:NSR:Quay:53130,Walk 6m32s ~ Olav Vs gate(NSR:Quay:48494) ~ BUS FB40 9:47 10:10 ~ Stavanger lufthavn(NSR:Quay:46991) ~ Walk 3m52s ~ Stavanger lufthavn(NSR:Quay:1199) ~ AIRPLANE null 10:55 11:35 ~ Bergen lufthavn(NSR:Quay:1213) ~ Walk 2m48s ~ Bergen lufthavn(NSR:Quay:51856) ~ TRAM 1 11:56 12:39:31 ~ Byparken(NSR:Quay:53130) ~ Walk 4m28s
33,1,4h49m24s,21868,1041,09:30:42,14:20:06,Kolumbus|N-W,BUS|COACH,8|NW400,RB:NSR:Quay:45579|RB:NSR:Quay:46970|RB:NSR:Quay:46952|RB:NSR:Quay:53045,Walk 4m18s ~ Henrik Steffens gate(NSR:Quay:45579) ~ BUS 8 9:35 9:39 ~ Jernbaneveien(NSR:Quay:46970) ~ Walk 1m7s ~ Stavanger bussterminal(NSR:Quay:46952) ~ COACH NW400 9:45 14:10 ~ Bergen busstasjon(NSR:Quay:53045) ~ Walk 10m6s
33,0,4h45m8s,22050,1360,09:34:58,14:20:06,N-W,COACH,NW400,RB:NSR:Quay:46952|RB:NSR:Quay:53045,Walk 10m2s ~ Stavanger bussterminal(NSR:Quay:46952) ~ COACH NW400 9:45 14:10 ~ Bergen busstasjon(NSR:Quay:53045) ~ Walk 10m6s
33,0,5h26s,23045,1383,09:39:40,14:40:06,FlexBus,COACH,FX652,RB:NSR:Quay:103408|RB:NSR:Quay:53045,Walk 10m20s ~ Stavanger bussterminal(NSR:Quay:103408) ~ COACH FX652 9:50 14:30 ~ Bergen busstasjon(NSR:Quay:53045) ~ Walk 10m6s
33,1,5h3m8s,22969,1007,09:39:40,14:42:48,FlexBus|SKY,COACH|TRAM,FX652|2,RB:NSR:Quay:103408|RB:NSR:Quay:53045|RB:NSR:Quay:106982|RB:NSR:Quay:106985,Walk 10m20s ~ Stavanger bussterminal(NSR:Quay:103408) ~ COACH FX652 9:50 14:30 ~ Bergen busstasjon(NSR:Quay:53045) ~ Walk 2m20s ~ Bergen busstasjon(NSR:Quay:106982) ~ TRAM 2 14:37 14:39:58 ~ Kaigaten(NSR:Quay:106985) ~ Walk 2m50s
33,0,5h28m53s,24406,1383,09:51:13,15:20:06,N-W,COACH,NW400,RB:NSR:Quay:47383|RB:NSR:Quay:53045,Walk 9m47s ~ Kannik(NSR:Quay:47383) ~ COACH NW400 10:01 15:10 ~ Bergen busstasjon(NSR:Quay:53045) ~ Walk 10m6s
33,1,5h22m41s,25112,1422,10:36:13,15:58:54,N-W|SKY,COACH|FERRY,NW400|2080,RB:NSR:Quay:47383|RB:NSR:Quay:51265|RB:NSR:Quay:51423|RB:NSR:Quay:51969,Walk 9m47s ~ Kannik(NSR:Quay:47383) ~ COACH NW400 10:46 13:55 ~ Leirvik terminal(NSR:Quay:51265) ~ Walk 2m9s ~ Leirvik båtkai(NSR:Quay:51423) ~ FERRY 2080 14:10 15:50 ~ Strandkaiterminalen båtkai(NSR:Quay:51969) ~ Walk 8m54s
36,3,4h34m57s,27785,2765,11:50:09,16:25:06,Avinor|Brakar|FRAM|Vy,AIRPLANE|BUS|RAIL,4|R12|Oslo-Ålesund|3,RB:NSR:Quay:29408|RB:NSR:Quay:29325|RB:NSR:Quay:101598|RB:NSR:Quay:451|RB:NSR:Quay:1173|RB:NSR:Quay:1206|RB:NSR:Quay:68279|RB:NSR:Quay:65250,Walk 2m51s ~ Hyttemesterveien(NSR:Quay:29408) ~ BUS 4 11:53 12:05 ~ Strømsø torg(NSR:Quay:29325) ~ Walk 3m41s ~ Drammen stasjon(NSR:Quay:101598) ~ RAIL R12 12:17 13:17 ~ Oslo lufthavn stasjon(NSR:Quay:451) ~ Walk 3m52s ~ Oslo lufthavn(NSR:Quay:1173) ~ AIRPLANE null 14:15 15:15 ~ Ålesund lufthavn(NSR:Quay:1206) ~ Walk 21m48s ~ Margrete(NSR:Quay:68279) ~ BUS 3 16:07 16:20 ~ Valderhaugstrand(NSR:Quay:65250) ~ Walk 5m6s
36,3,4h44m25s,23769,1123,11:50:09,16:34:34,Avinor|Brakar|Vy|Ålesund Turvogn Service,AIRPLANE|BUS|RAIL,4|R12|Oslo-Ålesund|FB61,RB:NSR:Quay:29408|RB:NSR:Quay:29325|RB:NSR:Quay:101598|RB:NSR:Quay:451|RB:NSR:Quay:1173|RB:NSR:Quay:1206|RB:NSR:Quay:67000|RB:NSR:Quay:65266,Walk 2m51s ~ Hyttemesterveien(NSR:Quay:29408) ~ BUS 4 11:53 12:05 ~ Strømsø torg(NSR:Quay:29325) ~ Walk 3m41s ~ Drammen stasjon(NSR:Quay:101598) ~ RAIL R12 12:17 13:17 ~ Oslo lufthavn stasjon(NSR:Quay:451) ~ Walk 3m52s ~ Oslo lufthavn(NSR:Quay:1173) ~ AIRPLANE null 14:15 15:15 ~ Ålesund lufthavn(NSR:Quay:1206) ~ Walk 56s ~ Ålesund lufthavn(NSR:Quay:67000) ~ BUS FB61 16:20 16:30 ~ Valderøya hurtigbåtkai(NSR:Quay:65266) ~ Walk 4m34s
36,4,4h12m18s,22781,1189,12:50:09,17:02:27,Avinor|Brakar|FRAM|Vy|Vy Buss,AIRPLANE|BUS|RAIL,4|R12|Oslo-Ålesund|FB65|3,RB:NSR:Quay:29408|RB:NSR:Quay:29325|RB:NSR:Quay:101598|RB:NSR:Quay:451|RB:NSR:Quay:1173|RB:NSR:Quay:1206|RB:NSR:Quay:67000|RB:NSR:Quay:66556|RB:NSR:Quay:65252,Walk 2m51s ~ Hyttemesterveien(NSR:Quay:29408) ~ BUS 4 12:53 13:05 ~ Strømsø torg(NSR:Quay:29325) ~ Walk 3m41s ~ Drammen stasjon(NSR:Quay:101598) ~ RAIL R12 13:17 14:17 ~ Oslo lufthavn stasjon(NSR:Quay:451) ~ Walk 3m52s ~ Oslo lufthavn(NSR:Quay:1173) ~ AIRPLANE null 15:10 16:10 ~ Ålesund lufthavn(NSR:Quay:1206) ~ Walk 56s ~ Ålesund lufthavn(NSR:Quay:67000) ~ BUS FB65 16:40 16:45 ~ Ytterland(NSR:Quay:66556) ~ BUS 3 16:55 16:57 ~ Valderhaugstrand(NSR:Quay:65252) ~ Walk 5m27s
36,3,4h34m57s,27785,2765,12:50:09,17:25:06,Avinor|Brakar|FRAM|Vy,AIRPLANE|BUS|RAIL,4|R12|Oslo-Ålesund|3,RB:NSR:Quay:29408|RB:NSR:Quay:29325|RB:NSR:Quay:101598|RB:NSR:Quay:451|RB:NSR:Quay:1173|RB:NSR:Quay:1206|RB:NSR:Quay:68279|RB:NSR:Quay:65250,Walk 2m51s ~ Hyttemesterveien(NSR:Quay:29408) ~ BUS 4 12:53 13:05 ~ Strømsø torg(NSR:Quay:29325) ~ Walk 3m41s ~ Drammen stasjon(NSR:Quay:101598) ~ RAIL R12 13:17 14:17 ~ Oslo lufthavn stasjon(NSR:Quay:451) ~ Walk 3m52s ~ Oslo lufthavn(NSR:Quay:1173) ~ AIRPLANE null 15:10 16:10 ~ Ålesund lufthavn(NSR:Quay:1206) ~ Walk 21m48s ~ Margrete(NSR:Quay:68279) ~ BUS 3 17:07 17:20 ~ Valderhaugstrand(NSR:Quay:65250) ~ Walk 5m6s
36,3,4h49m25s,24069,1123,12:50:09,17:39:34,Avinor|Brakar|Vy|Ålesund Turvogn Service,AIRPLANE|BUS|RAIL,4|R12|Oslo-Ålesund|FB61,RB:NSR:Quay:29408|RB:NSR:Quay:29325|RB:NSR:Quay:101598|RB:NSR:Quay:451|RB:NSR:Quay:1173|RB:NSR:Quay:1206|RB:NSR:Quay:67000|RB:NSR:Quay:65266,Walk 2m51s ~ Hyttemesterveien(NSR:Quay:29408) ~ BUS 4 12:53 13:05 ~ Strømsø torg(NSR:Quay:29325) ~ Walk 3m41s ~ Drammen stasjon(NSR:Quay:101598) ~ RAIL R12 13:17 14:17 ~ Oslo lufthavn stasjon(NSR:Quay:451) ~ Walk 3m52s ~ Oslo lufthavn(NSR:Quay:1173) ~ AIRPLANE null 15:10 16:10 ~ Ålesund lufthavn(NSR:Quay:1206) ~ Walk 56s ~ Ålesund lufthavn(NSR:Quay:67000) ~ BUS FB61 17:25 17:35 ~ Valderøya hurtigbåtkai(NSR:Quay:65266) ~ Walk 4m34s
36,5,5h47m59s,33571,2578,12:51:35,18:39:34,Avinor|Brakar|FlexBus|VKT|Ålesund Turvogn Service,AIRPLANE|BUS|COACH,5|FX651|176|Bergen-Sandefjord|Bergen-Ålesund|FB61,RB:NSR:Quay:29495|RB:NSR:Quay:29357|RB:NSR:Quay:30331|RB:NSR:Quay:99936|RB:NSR:Quay:106044|RB:NSR:Quay:30922|RB:NSR:Quay:100310|RB:NSR:Quay:1213|RB:NSR:Quay:1206|RB:NSR:Quay:67000|RB:NSR:Quay:65266,Walk 19m25s ~ Hedensrud(NSR:Quay:29495) ~ BUS 5 13:11 13:15 ~ Mads Wiels plass(NSR:Quay:29357) ~ Walk 8m52s ~ Drammen Bangeløkka(NSR:Quay:30331) ~ COACH FX651 13:38 14:25 ~ Fokserød(NSR:Quay:99936) ~ Walk 19s ~ Fokserød(NSR:Quay:106044) ~ BUS 176 14:30 14:37 ~ Sandefjord lufthavn Torp(NSR:Quay:30922) ~ Walk 46s ~ Sandefjord lufthavn(NSR:Quay:100310) ~ AIRPLANE null 15:20 16:15 ~ Bergen lufthavn(NSR:Quay:1213) ~ AIRPLANE null 17:15 18:05 ~ Ålesund lufthavn(NSR:Quay:1206) ~ Walk 56s ~ Ålesund lufthavn(NSR:Quay:67000) ~ BUS FB61 18:25 18:35 ~ Valderøya hurtigbåtkai(NSR:Quay:65266) ~ Walk 4m34s
40,1,40m30s,5881,712,18:10:05,18:50:35,RUT|Vy,BUS|RAIL,31|L2,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:556|RB:NSR:Quay:935,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 18:12 18:22 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 5m53s ~ Oslo S(NSR:Quay:556) ~ RAIL L2 18:31 18:47 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,1,40m15s,6190,851,17:55:20,18:35:35,RUT|Vy,RAIL|SUBWAY,5|L2,RB:NSR:Quay:11027|RB:NSR:Quay:7184|RB:NSR:Quay:551|RB:NSR:Quay:935,Walk 3m40s ~ Carl Berners plass(NSR:Quay:11027) ~ SUBWAY 5 17:59 18:05 ~ Jernbanetorget(NSR:Quay:7184) ~ Walk 5m42s ~ Oslo S(NSR:Quay:551) ~ RAIL L2 18:16 18:32 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,1,43m30s,6132,734,17:52:05,18:35:35,RUT|Vy,BUS|RAIL,31|L2,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:551|RB:NSR:Quay:935,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:54 18:04 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 6m2s ~ Oslo S(NSR:Quay:551) ~ RAIL L2 18:16 18:32 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,1,51m22s,5703,390,17:46:05,18:37:27,RUT,BUS,31|83,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:7224|RB:NSR:Quay:6026,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:48 17:58 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 3m59s ~ Jernbanetorget(NSR:Quay:7224) ~ BUS 83 18:06 18:37 ~ Kolbotn torg(NSR:Quay:6026) ~ Walk 27s
40,1,40m30s,5952,734,17:40:05,18:20:35,RUT|Vy,BUS|RAIL,31|L2,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:551|RB:NSR:Quay:935,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:42 17:52 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 6m2s ~ Oslo S(NSR:Quay:551) ~ RAIL L2 18:01 18:17 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,1,54m22s,5883,390,17:28:05,18:22:27,RUT,BUS,31|83,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:7224|RB:NSR:Quay:6026,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:30 17:40 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 3m59s ~ Jernbanetorget(NSR:Quay:7224) ~ BUS 83 17:51 18:22 ~ Kolbotn torg(NSR:Quay:6026) ~ Walk 27s
40,1,40m15s,6190,851,17:25:20,18:05:35,RUT|Vy,RAIL|SUBWAY,5|L2,RB:NSR:Quay:11027|RB:NSR:Quay:7184|RB:NSR:Quay:551|RB:NSR:Quay:935,Walk 3m40s ~ Carl Berners plass(NSR:Quay:11027) ~ SUBWAY 5 17:29 17:35 ~ Jernbanetorget(NSR:Quay:7184) ~ Walk 5m42s ~ Oslo S(NSR:Quay:551) ~ RAIL L2 17:46 18:02 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,1,43m30s,6132,734,17:22:05,18:05:35,RUT|Vy,BUS|RAIL,31|L2,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:551|RB:NSR:Quay:935,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:24 17:34 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 6m2s ~ Oslo S(NSR:Quay:551) ~ RAIL L2 17:46 18:02 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,1,51m22s,5703,390,17:16:05,18:07:27,RUT,BUS,31|83,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:7224|RB:NSR:Quay:6026,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:18 17:28 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 3m59s ~ Jernbanetorget(NSR:Quay:7224) ~ BUS 83 17:36 18:07 ~ Kolbotn torg(NSR:Quay:6026) ~ Walk 27s
40,1,40m30s,5843,696,17:10:05,17:50:35,RUT|Vy,BUS|RAIL,31|L2,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:567|RB:NSR:Quay:935,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:12 17:22 ~ Jernbanetorget(NSR:Quay:7203) ~ Walk 5m41s ~ Oslo S(NSR:Quay:567) ~ RAIL L2 17:31 17:47 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
40,2,54m22s,5754,160,16:58:05,17:52:27,RUT,BUS,31|54|83,RB:NSR:Quay:11036|RB:NSR:Quay:7203|RB:NSR:Quay:7169|RB:NSR:Quay:6026,Walk 1m55s ~ Carl Berners plass(NSR:Quay:11036) ~ BUS 31 17:00 17:10 ~ Jernbanetorget(NSR:Quay:7203) ~ BUS 54 17:14 17:19 ~ Bjørvika(NSR:Quay:7169) ~ BUS 83 17:23 17:52 ~ Kolbotn torg(NSR:Quay:6026) ~ Walk 27s
40,1,40m15s,6190,851,16:55:20,17:35:35,RUT|Vy,RAIL|SUBWAY,5|L2,RB:NSR:Quay:11027|RB:NSR:Quay:7184|RB:NSR:Quay:551|RB:NSR:Quay:935,Walk 3m40s ~ Carl Berners plass(NSR:Quay:11027) ~ SUBWAY 5 16:59 17:05 ~ Jernbanetorget(NSR:Quay:7184) ~ Walk 5m42s ~ Oslo S(NSR:Quay:551) ~ RAIL L2 17:16 17:32 ~ Kolbotn stasjon(NSR:Quay:935) ~ Walk 3m35s
41,1,1h11m,5923,147,15:46:00,16:57:00,Vy,RAIL,L1|RE10,RB:NSR:Quay:695|RB:NSR:Quay:697|RB:NSR:Quay:451,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 15:46 16:03 ~ Asker stasjon(NSR:Quay:695) ~ Walk 2m14s ~ Asker stasjon(NSR:Quay:697) ~ RAIL RE10 16:09 16:57
41,1,1h31m,6682,9,15:16:00,16:47:00,Vy,RAIL,L1|RE11,RB:NSR:Quay:555|RB:NSR:Quay:551|RB:NSR:Quay:451,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 15:16 16:09 ~ Oslo S(NSR:Quay:555) ~ Walk 8s ~ Oslo S(NSR:Quay:551) ~ RAIL RE11 16:24 16:47
41,1,1h26m,6823,147,15:16:00,16:42:00,FLY|Vy,RAIL,L1|FLY1,RB:NSR:Quay:695|RB:NSR:Quay:697|RB:NSR:Quay:447,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 15:16 15:33 ~ Asker stasjon(NSR:Quay:695) ~ Walk 2m14s ~ Asker stasjon(NSR:Quay:697) ~ RAIL FLY1 15:54 16:42
41,2,1h13m,6973,195,15:16:00,16:29:00,FLY|Vy,RAIL,L1|R14|FLY2,RB:NSR:Quay:695|RB:NSR:Quay:700|RB:NSR:Quay:571|RB:NSR:Quay:557|RB:NSR:Quay:447,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 15:16 15:33 ~ Asker stasjon(NSR:Quay:695) ~ Walk 2m14s ~ Asker stasjon(NSR:Quay:700) ~ RAIL R14 15:39 16:01 ~ Oslo S(NSR:Quay:571) ~ Walk 1m20s ~ Oslo S(NSR:Quay:557) ~ RAIL FLY2 16:10 16:29
41,1,1h11m,5923,147,14:46:00,15:57:00,Vy,RAIL,L1|RE10,RB:NSR:Quay:695|RB:NSR:Quay:697|RB:NSR:Quay:451,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 14:46 15:03 ~ Asker stasjon(NSR:Quay:695) ~ Walk 2m14s ~ Asker stasjon(NSR:Quay:697) ~ RAIL RE10 15:09 15:57
41,1,1h16m,6223,147,14:46:00,16:02:00,FLY|Vy,RAIL,L1|FLY1,RB:NSR:Quay:695|RB:NSR:Quay:697|RB:NSR:Quay:447,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 14:46 15:03 ~ Asker stasjon(NSR:Quay:695) ~ Walk 2m14s ~ Asker stasjon(NSR:Quay:697) ~ RAIL FLY1 15:14 16:02
41,1,1h31m,7123,147,14:46:00,16:17:00,Vy,RAIL,L1|R12,RB:NSR:Quay:695|RB:NSR:Quay:697|RB:NSR:Quay:451,Spikkestad stasjon(NSR:Quay:1136) ~ RAIL L1 14:46 15:03 ~ Asker stasjon(NSR:Quay:695) ~ Walk 2m14s ~ Asker stasjon(NSR:Quay:697) ~ RAIL R12 15:29 16:17
